SQM,Bedrooms,HasYard,HasPool,Floors,SuburbType,NumPrevOwners,Made,HasStormProtector,Basement,Attic,Garages,HasStorageRoom,LivingRooms,Price
40622,5,Yes,No,3,Middle Class,1,2009,No,1930,1965,0,No,2,4071155.9
40639,2,Yes,Yes,1,Working Class,10,2013,Yes,6672,8636,1,Yes,1,4074524.3
40691,4,No,No,2,Middle Class,6,2000,No,6388,6295,2,No,1,4074610
40680,5,Yes,No,1,Middle Class,1,2003,Yes,2445,3663,1,Yes,1,4075291.3
40737,2,No,No,3,Middle Class,8,2012,No,924,9049,1,No,1,4076965.2
40647,5,Yes,Yes,3,Middle Class,3,2007,Yes,8371,4417,1,Yes,1,4077290.7
40694,5,Yes,Yes,1,Upper Class,7,1999,Yes,338,3042,2,No,2,4077703.9
40790,4,No,No,2,Upper Class,8,2002,Yes,9799,5122,2,Yes,2,4080340.2
40760,4,No,No,2,Middle Class,5,2001,No,5172,8537,1,Yes,1,4080383.1
40705,4,Yes,Yes,2,Exclusive,9,1991,No,9802,894,2,No,2,4080567.1
40776,4,Yes,Yes,1,Middle Class,7,2005,No,7587,4245,0,No,2,4083372.5
40792,2,No,No,2,Upper Class,9,2018,No,7593,9766,2,No,1,4083461.8
40777,2,Yes,No,2,Upper Class,7,1993,No,5905,2249,2,Yes,2,4085326.3
40784,3,No,Yes,3,Working Class,3,2018,Yes,6682,9581,2,Yes,2,4085952.8
40849,4,No,No,1,Exclusive,2,2007,No,7070,8345,2,No,1,4086314.7
40783,3,No,Yes,2,Upper Class,8,1992,Yes,9162,9271,2,No,2,4086725.2
40736,3,Yes,Yes,1,Upper Class,5,1994,Yes,4246,6743,0,Yes,1,4087187.4
40816,2,No,Yes,2,Upper Class,9,2014,Yes,7170,1194,2,No,2,4088073.4
40809,4,Yes,Yes,1,Upper Class,9,1990,Yes,638,235,0,Yes,2,4088548
40812,3,Yes,No,2,Middle Class,3,2018,Yes,3176,9172,1,No,2,4088680.8
40846,2,Yes,Yes,1,Upper Class,8,2014,Yes,8833,4877,2,No,1,4089009.4
40806,2,Yes,Yes,2,Exclusive,7,2014,Yes,6778,779,2,Yes,2,4089457.4
40782,2,Yes,No,2,Exclusive,3,2005,Yes,9795,7368,1,Yes,1,4090861.5
40787,4,No,Yes,2,Middle Class,9,2011,Yes,359,8099,0,Yes,1,4091282.1
40839,4,Yes,Yes,1,Working Class,9,1990,No,7433,2511,1,No,1,4092414
40869,2,No,Yes,2,Working Class,6,2005,Yes,9403,2267,1,Yes,1,4094441.5
40906,3,No,Yes,1,Upper Class,9,2008,No,9059,4328,1,Yes,2,4094554.8
40934,3,No,No,1,Middle Class,9,2018,Yes,1270,185,1,No,2,4096884.8
40939,3,Yes,No,1,Middle Class,7,2017,Yes,9386,4038,2,No,2,4097363.7
40943,4,No,No,1,Upper Class,10,2010,No,8104,1905,2,No,2,4097629
40926,2,No,No,2,Exclusive,10,2009,No,5434,3707,1,Yes,1,4098433.9
40933,2,Yes,Yes,2,Working Class,10,2000,No,4791,9352,2,No,2,4100223
40911,3,Yes,Yes,1,Middle Class,10,2012,No,3691,9423,0,No,2,4100225.2
40912,1,Yes,Yes,1,Working Class,9,1992,No,7528,4000,2,No,2,4100574.2
40884,3,No,Yes,3,Exclusive,1,2021,No,9604,8905,2,No,1,4100865.1
41000,1,No,Yes,1,Working Class,7,1991,No,7245,4667,2,No,1,4101893.1
40960,2,No,Yes,1,Middle Class,7,2000,Yes,5163,2704,1,No,1,4102102
40953,2,No,Yes,1,Middle Class,9,1997,No,9711,4044,1,No,1,4102635.7
40993,2,No,Yes,1,Middle Class,8,2017,No,8833,10000,0,No,2,4102780.7
40984,2,No,Yes,1,Middle Class,1,2021,No,870,5803,0,Yes,1,4103009.1
40952,3,Yes,Yes,2,Exclusive,10,2004,Yes,1473,2886,2,Yes,1,4104641.4
40987,5,No,No,2,Working Class,2,1995,No,4564,7576,2,No,2,4105390.5
41043,1,No,No,2,Working Class,10,1993,No,5723,8928,2,Yes,1,4105841.3
41057,2,No,No,1,Exclusive,3,2014,Yes,449,5255,0,Yes,1,4106731.4
41048,1,No,No,1,Middle Class,2,2021,No,8533,235,1,No,1,4107100.1
40992,2,Yes,Yes,1,Working Class,7,1998,No,2426,2315,2,No,2,4107719.8
41023,5,Yes,No,1,Exclusive,8,2001,No,2154,4120,2,Yes,2,4108214.1
41039,2,No,Yes,1,Middle Class,8,2004,Yes,561,7853,1,Yes,1,4109145.4
41049,4,Yes,No,1,Exclusive,6,2020,No,389,6118,1,Yes,2,4109822
41042,5,Yes,Yes,1,Middle Class,3,1990,No,6364,4491,0,No,1,4112280
41007,2,Yes,Yes,2,Working Class,2,2007,Yes,1291,8564,1,Yes,2,4113915.7
41083,4,Yes,No,2,Exclusive,6,2017,No,4279,1984,2,No,2,4114499.7
41090,2,No,Yes,1,Working Class,3,2010,No,8963,1592,1,No,1,4114595
41087,2,Yes,No,1,Exclusive,2,2020,Yes,8904,919,1,No,1,4115899
41143,4,No,No,3,Middle Class,1,2003,No,5736,7314,2,No,1,4116195.3
41086,5,No,Yes,1,Middle Class,1,2007,Yes,4065,8914,2,Yes,2,4116465.7
41110,2,No,No,3,Middle Class,7,2005,Yes,3861,6949,1,No,2,4116694.5
41095,5,No,Yes,2,Upper Class,9,2019,No,4152,5294,1,Yes,2,4117734.9
41050,1,No,Yes,2,Working Class,1,2015,Yes,4162,1768,2,No,2,4117975.5
41164,3,No,No,2,Exclusive,9,1991,No,7302,3267,2,Yes,2,4119024.1
41161,2,No,Yes,1,Middle Class,9,1996,Yes,3694,733,1,Yes,1,4119394.6
41157,2,Yes,No,1,Exclusive,1,2005,Yes,2767,2881,1,No,1,4119982.5
41155,1,Yes,No,2,Exclusive,5,2012,Yes,1335,6035,2,No,2,4121258.2
41167,3,Yes,Yes,1,Middle Class,4,2012,Yes,8507,2081,2,Yes,1,4121602.2
41132,3,Yes,Yes,2,Middle Class,8,2004,No,3108,107,0,Yes,1,4122535.4
41188,2,Yes,No,2,Upper Class,9,2012,Yes,33,7475,1,Yes,1,4122637.2
41147,4,No,Yes,2,Middle Class,1,2006,No,7388,3537,2,Yes,1,4122969.6
41168,5,No,Yes,1,Middle Class,6,1992,No,5717,1821,2,No,2,4123023.2
41117,5,Yes,Yes,2,Middle Class,7,2004,No,1049,8024,1,No,1,4123695.4
41226,5,No,No,1,Exclusive,4,1995,Yes,2851,3963,2,Yes,1,4125343.5
41250,2,No,No,2,Working Class,6,2019,No,6529,5881,1,Yes,2,4126032.9
41204,1,No,Yes,3,Middle Class,7,2010,No,5801,4102,0,No,2,4126585
41212,2,No,No,3,Middle Class,5,2013,No,9750,7409,1,No,1,4128709.3
41178,5,Yes,Yes,2,Upper Class,10,1992,No,3529,533,2,No,1,4128828.2
41225,2,No,Yes,2,Upper Class,1,2019,Yes,7546,3371,1,No,2,4130642.9
41303,3,No,No,1,Working Class,2,2021,No,2712,8350,2,No,1,4132922.1
41264,2,Yes,No,1,Working Class,2,2006,Yes,970,4874,0,No,2,4134223.6
41309,3,Yes,No,1,Working Class,5,2003,Yes,6009,172,0,No,1,4136015.3
41269,2,Yes,Yes,2,Middle Class,7,2019,Yes,9458,8594,1,Yes,1,4136202.9
41276,5,Yes,Yes,2,Middle Class,7,1992,Yes,7369,4787,1,No,1,4136486.2
41343,4,No,No,2,Middle Class,10,1991,Yes,8819,242,2,No,1,4136639.1
41324,4,No,Yes,2,Working Class,1,1990,Yes,9323,2818,1,Yes,1,4138064
41301,5,Yes,No,1,Exclusive,1,2017,Yes,3108,7771,0,No,1,4138612.7
41330,3,No,Yes,1,Middle Class,2,1992,Yes,6976,1090,2,No,2,4139270.2
41371,2,No,No,2,Middle Class,1,2013,No,605,2442,1,Yes,1,4139663.3
41325,5,Yes,Yes,1,Upper Class,5,2012,Yes,4438,4704,2,No,2,4139962.2
41302,5,Yes,Yes,1,Working Class,8,1996,Yes,1704,1373,2,Yes,1,4140317.6
41369,2,No,Yes,2,Exclusive,7,2013,No,433,6704,1,No,1,4141342.3
41387,1,No,No,1,Working Class,2,2008,No,5738,9368,2,Yes,1,4141466.8
41381,2,No,Yes,1,Upper Class,6,2016,No,7020,2180,1,No,1,4142103.6
41313,5,No,Yes,3,Exclusive,2,2003,Yes,6342,5431,2,No,2,4144107.3
41418,4,No,No,2,Working Class,9,2004,Yes,4988,6075,1,No,2,4145160.4
41332,2,Yes,Yes,3,Exclusive,10,1994,Yes,9941,5595,2,Yes,2,4146474.4
41419,4,No,No,3,Middle Class,1,1992,No,8271,1797,1,No,1,4146569.2
41404,1,No,No,2,Working Class,8,2020,No,7226,9838,2,No,2,4147112
41367,1,Yes,Yes,1,Working Class,10,1994,Yes,9966,295,2,Yes,1,4147892.4
41431,2,Yes,No,1,Exclusive,10,1996,No,3138,1253,2,No,2,4149160.6
41409,5,Yes,Yes,1,Working Class,1,2003,Yes,8936,3524,2,No,2,4149403.3
41440,2,No,Yes,1,Exclusive,8,1998,No,2056,9647,2,Yes,1,4150108.8
41439,5,Yes,No,1,Upper Class,8,2006,No,8113,9968,1,Yes,1,4150655.6
41392,2,Yes,Yes,2,Middle Class,9,1991,No,1803,4452,1,No,1,4151181.1
41488,2,No,No,2,Exclusive,1,2013,Yes,2090,4438,,No,1,4151539.3
41502,5,No,No,2,Exclusive,9,2016,Yes,6507,3928,1,Yes,2,4155333.6
41440,5,Yes,Yes,2,Middle Class,5,1990,No,3885,2364,2,Yes,2,4155501
41494,2,No,Yes,1,Upper Class,4,2017,Yes,568,8833,1,No,1,4155958.7
41516,5,No,Yes,1,Upper Class,6,2014,No,6028,7067,2,Yes,2,4156171.4
41441,2,Yes,No,2,Middle Class,9,1990,Yes,2349,9601,1,Yes,1,4156420
41483,4,Yes,Yes,3,Upper Class,5,2007,No,5213,8215,2,No,1,4157252.7
41594,1,No,No,1,Working Class,1,2021,No,8257,6070,1,No,1,4160091.1
41602,2,No,No,1,Upper Class,3,1999,Yes,4849,4335,1,No,1,4161555.9
41526,2,Yes,No,3,Exclusive,1,2014,No,8349,600,1,Yes,1,4163200.4
41524,5,Yes,Yes,3,Middle Class,7,2016,Yes,3636,7992,1,No,1,4163553.6
41565,4,No,Yes,1,Middle Class,3,2021,Yes,1751,8494,0,Yes,1,4164038.1
41573,4,Yes,Yes,1,Upper Class,8,2016,No,7331,5579,1,No,2,4165283.6
41570,4,No,Yes,3,Exclusive,4,2014,Yes,3573,3494,1,Yes,2,4167932.4
41600,2,No,Yes,2,Middle Class,1,2020,Yes,2859,4155,2,Yes,1,4170132
41659,1,No,No,2,Working Class,9,1998,No,826,8916,2,No,2,4171071.8
41702,4,No,No,1,Middle Class,6,2014,Yes,8785,8869,2,No,1,4171457.4
41661,2,No,Yes,2,Middle Class,6,2008,Yes,6948,390,2,Yes,1,4172132.8
41681,2,Yes,Yes,2,Working Class,1,2021,No,7883,8257,2,No,2,4173046.1
41705,3,No,No,3,Middle Class,6,2010,No,3513,957,2,No,1,4173470
41667,3,No,Yes,1,Upper Class,8,1996,Yes,1772,9446,1,No,1,4174032.6
41726,5,No,Yes,1,Middle Class,3,2016,No,8887,5255,0,No,2,4174598.6
41700,3,Yes,No,1,Upper Class,6,1991,No,8181,8167,2,Yes,1,4175901.1
41738,3,No,No,1,Exclusive,8,2019,Yes,3875,2916,2,No,1,4176013.9
41669,2,Yes,Yes,1,Middle Class,5,2005,No,3252,6702,1,No,2,4176148.5
41711,4,No,Yes,3,Upper Class,7,2011,Yes,719,2167,1,No,1,4176663.1
41732,2,No,No,2,Exclusive,5,2018,Yes,4692,3724,1,Yes,1,4177464.8
41665,4,No,Yes,3,Middle Class,4,2013,No,9230,9066,2,Yes,1,4177468.3
41757,3,No,No,1,Working Class,2,2016,Yes,4331,1483,0,No,1,4177546.6
41739,2,No,Yes,1,Working Class,5,2017,No,4132,7768,2,No,2,4180917.7
41718,2,Yes,Yes,1,Middle Class,9,1998,Yes,4080,4656,2,No,1,4181244.8
41759,3,No,Yes,2,Middle Class,10,1995,Yes,7628,3413,1,Yes,1,4181321.5
41797,4,No,No,1,Middle Class,2,2007,Yes,6781,3429,2,No,1,4182295.7
41840,4,No,No,2,Upper Class,6,2011,No,7675,4072,2,Yes,1,4185921.1
41751,4,Yes,Yes,1,Working Class,2,1998,No,6917,5314,1,Yes,1,4186067.8
41792,3,Yes,Yes,1,Exclusive,5,2017,Yes,2950,9573,1,Yes,1,4187667.7
41786,5,Yes,No,2,Middle Class,9,2003,No,2708,7909,1,No,1,4188833.3
41845,2,Yes,No,2,Working Class,6,1992,No,5440,2716,1,No,1,4191538.2
41856,2,Yes,Yes,1,Working Class,5,2006,Yes,8432,2811,1,Yes,2,4191936.6
41880,3,No,Yes,2,Exclusive,5,2014,No,9227,4688,1,No,1,4192229.4
41832,5,Yes,Yes,1,Working Class,7,2012,No,1528,4961,2,No,2,4192258.2
41879,4,Yes,No,1,Upper Class,10,1994,No,1103,2097,2,Yes,1,4193646.4
41932,4,No,No,2,Middle Class,5,1990,Yes,2379,9129,2,No,2,4196797
41926,5,No,Yes,2,Upper Class,2,2019,No,2939,296,1,No,1,4197897.9
41926,1,Yes,No,2,Middle Class,9,2015,Yes,2806,5989,0,Yes,1,4198279.5
41971,2,No,No,1,Middle Class,7,2008,No,8522,8050,1,No,2,4198560.8
41867,4,Yes,Yes,2,Upper Class,7,2014,No,9906,6760,2,Yes,1,4199195.4
41848,3,Yes,Yes,3,Middle Class,1,1992,Yes,2330,3066,2,No,1,4200544.2
41987,2,No,No,1,Upper Class,2,2017,Yes,9181,6469,1,No,1,4201481.7
41965,2,Yes,Yes,1,Exclusive,4,2009,No,7008,4765,2,No,2,4202078.9
42003,2,Yes,No,2,Middle Class,2,2008,No,8852,3576,1,No,1,4202952.8
41998,4,Yes,No,1,Middle Class,1,1990,No,6838,4925,2,No,2,4203344
42011,5,No,No,2,Middle Class,7,2021,No,5192,6281,2,No,2,4203445.1
41987,5,No,Yes,1,Middle Class,1,2015,No,6361,935,1,No,2,4203907.5
41965,5,No,Yes,2,Exclusive,4,2000,Yes,4173,7371,1,No,2,4204881
41976,4,No,Yes,2,Middle Class,7,1990,Yes,9332,6598,1,Yes,1,4205798
42024,4,No,Yes,1,Middle Class,10,2003,Yes,4645,9349,1,Yes,2,4205806.3
41992,2,Yes,Yes,1,Working Class,7,1996,Yes,8068,3082,1,Yes,2,4205820.6
42010,4,No,Yes,3,Exclusive,3,2017,No,1113,3329,0,No,2,4206362.7
41972,2,No,Yes,1,Upper Class,7,1995,No,842,820,2,No,1,4206464.5
42057,5,No,No,1,Middle Class,2,1996,No,386,7822,2,No,2,4206914.6
42002,2,No,Yes,2,Middle Class,10,2016,No,7165,3659,1,Yes,2,4208839.6
41989,1,Yes,Yes,2,Middle Class,4,1994,No,8836,830,2,Yes,2,4209907.4
42065,2,No,No,2,Working Class,1,2001,Yes,7010,6508,0,Yes,1,4210618.1
42105,4,No,No,1,Working Class,7,2015,Yes,7013,2111,1,No,1,4211221.5
42052,4,Yes,No,2,Exclusive,1,2016,Yes,1548,2218,2,No,2,4211525.6
42059,3,No,Yes,2,Middle Class,3,2017,Yes,8827,1853,2,Yes,1,4212125.7
42079,1,Yes,No,1,Middle Class,1,1991,No,3385,5392,1,Yes,2,4213303.1
42078,1,Yes,Yes,1,Middle Class,3,2005,No,8430,4723,0,No,2,4213583.5
42051,4,Yes,No,2,Upper Class,5,2004,No,32,4831,2,No,1,4215456.4
42035,2,Yes,Yes,2,Exclusive,7,2004,No,5518,6886,2,No,1,4216631.4
42136,3,Yes,No,2,Exclusive,4,2004,Yes,9918,2871,1,No,1,4217052.4
42113,5,Yes,No,1,Exclusive,9,2018,Yes,7965,3253,2,No,1,4217469.8
42098,5,No,No,3,Upper Class,1,2013,Yes,6078,145,2,No,2,4217661.3
42117,5,Yes,Yes,1,Working Class,2,2012,No,4629,1482,1,Yes,1,4218152.2
42078,2,Yes,No,3,Upper Class,8,1998,Yes,9661,9245,2,No,1,4218276.8
42179,2,No,No,1,Middle Class,3,1999,Yes,9985,309,1,Yes,2,4221359.9
42167,4,Yes,No,2,Upper Class,3,2009,Yes,1456,7125,2,Yes,2,4221684.9
42192,2,Yes,No,1,Upper Class,4,2021,Yes,8858,6225,1,No,1,4222302.1
42168,1,Yes,No,2,Working Class,10,2013,Yes,8869,7129,1,Yes,1,4222857.3
42167,4,No,No,3,Middle Class,6,2020,Yes,5838,467,1,Yes,1,4223638
42208,2,Yes,No,1,Working Class,4,2003,Yes,9849,9363,2,Yes,1,4224392.3
42272,2,No,No,1,Working Class,10,2009,No,7611,202,2,Yes,1,4228013.9
42217,4,Yes,Yes,2,Middle Class,7,2009,Yes,752,2812,2,No,1,4228208.9
42230,1,No,Yes,1,Upper Class,10,2019,No,9505,9183,1,Yes,2,4228536.9
42253,2,Yes,No,1,Upper Class,5,2008,No,196,6739,2,No,1,4228711.8
42237,4,No,Yes,2,Middle Class,4,1993,Yes,7236,6874,2,Yes,1,4229047.3
42259,3,Yes,No,1,Middle Class,2,2017,No,2212,7977,1,Yes,2,4229424.7
42276,1,No,No,3,Middle Class,3,2006,No,9884,1788,1,No,1,4229850.6
42211,4,Yes,Yes,3,Working Class,3,2008,No,3897,9238,2,Yes,1,4230896.8
42264,3,No,Yes,2,Middle Class,8,2017,No,7961,3897,1,No,1,4231907.7
42277,2,Yes,Yes,2,Middle Class,4,2020,No,8953,7642,1,No,1,4232611
42272,1,Yes,No,1,Exclusive,4,2017,No,6622,3306,2,No,1,4232650.7
42265,2,No,Yes,2,Exclusive,3,2009,Yes,1625,681,2,Yes,1,4234147.9
42242,4,Yes,Yes,2,Working Class,7,2019,Yes,8973,7060,2,Yes,1,4238504.9
42363,2,No,Yes,1,Exclusive,2,2020,Yes,3781,1581,1,Yes,1,4238826
42360,2,No,No,2,Middle Class,6,1992,Yes,4091,7646,1,No,2,4239495.2
42363,2,Yes,No,2,Exclusive,8,2011,No,6294,6032,1,No,2,4240879.1
42346,2,Yes,Yes,1,Working Class,2,1998,No,1953,1871,2,No,1,4241310.8
42385,2,No,Yes,2,Middle Class,6,1996,No,7301,912,1,Yes,2,4244666.6
42378,2,No,No,2,Middle Class,4,2010,Yes,3183,3708,0,No,1,4244979
42390,2,No,No,3,Middle Class,1,2001,No,7796,7032,1,Yes,1,4245306.1
42421,4,Yes,No,1,Middle Class,8,2021,Yes,86,4341,1,No,2,4246970.1
42395,2,No,Yes,3,Upper Class,5,2018,Yes,3797,1231,2,Yes,1,4247150.8
42407,2,No,No,2,Working Class,2,2021,Yes,9083,3231,2,No,2,4247458.1
42365,2,No,Yes,3,Upper Class,2,1996,Yes,7976,4616,1,No,1,4249618.6
42485,1,No,No,1,Upper Class,7,2017,Yes,974,9553,1,No,1,4251851.7
42490,4,No,Yes,1,Exclusive,3,2012,Yes,4773,3534,2,Yes,2,4252006.2
42477,2,Yes,No,1,Working Class,2,1991,No,5380,6482,2,No,1,4252254.1
42495,3,No,Yes,1,Working Class,3,2008,No,6667,3805,1,Yes,1,4254092.8
42537,3,No,No,2,Middle Class,2,2010,No,6399,7712,1,No,1,4256423
42469,2,No,Yes,2,Middle Class,7,2016,No,6642,3604,2,No,2,4258191.6
42509,2,No,Yes,2,Upper Class,7,2017,Yes,5212,561,0,Yes,1,4260579.7
42619,5,No,No,1,Middle Class,9,2005,Yes,5800,728,2,No,2,4263005.5
42557,4,Yes,Yes,1,Exclusive,2,2015,Yes,880,1526,2,Yes,2,4264085.5
42540,4,Yes,Yes,2,Exclusive,10,1999,No,7793,6433,1,No,1,4264337.9
42578,3,Yes,Yes,1,Upper Class,8,2013,No,6690,3789,2,Yes,2,4264812.3
42585,4,Yes,Yes,1,Upper Class,9,2000,Yes,3600,9515,2,Yes,1,4266978
42630,3,No,Yes,1,Working Class,6,1991,No,4767,331,2,No,1,4267672.1
42586,3,Yes,Yes,2,Upper Class,3,2014,No,5326,5962,1,No,2,4267956.4
42623,5,Yes,No,1,Upper Class,8,2019,No,2114,8455,1,Yes,1,4268615.9
42674,2,No,Yes,1,Middle Class,3,2014,Yes,4636,286,0,No,2,4269275.4
42648,3,Yes,No,2,Middle Class,3,2010,Yes,8489,5873,1,Yes,1,4271244
42686,4,No,No,1,Upper Class,5,1995,No,4775,1445,2,No,1,4271554.5
42616,5,No,Yes,3,Middle Class,4,1996,No,7206,2319,1,Yes,1,4272292.6
42655,2,No,No,3,Middle Class,8,1994,Yes,7108,9700,0,Yes,1,4272845.4
42715,5,No,Yes,2,Middle Class,2,2003,Yes,4761,1053,1,No,1,4277360.3
42708,4,Yes,No,2,Exclusive,8,1992,No,7822,9456,1,Yes,2,4277753.2
42734,5,No,Yes,2,Exclusive,2,1990,No,8532,9106,0,Yes,2,4279195
42760,5,No,Yes,1,Exclusive,3,2021,Yes,1703,6783,0,No,1,4280171.1
42781,3,Yes,No,1,Exclusive,4,2005,No,9090,669,1,Yes,2,4280444.5
42688,5,Yes,No,2,Middle Class,2,2011,No,1129,2353,1,No,2,4280627.1
42791,2,No,No,1,Upper Class,5,2008,No,4072,1860,1,Yes,1,4281322.8
42770,1,No,Yes,1,Upper Class,9,2002,Yes,2424,9663,2,Yes,2,4281356.2
42824,2,No,No,2,Exclusive,3,2017,No,79,1660,1,No,2,4284208.7
42820,5,Yes,No,2,Middle Class,10,2002,No,5629,1745,2,No,1,4284262.2
42826,2,No,No,1,Middle Class,2,1998,Yes,8174,2658,2,No,1,4287076.8
42847,5,No,Yes,1,Working Class,10,2008,Yes,4344,1953,1,Yes,2,4288330.8
42810,1,Yes,Yes,1,Middle Class,4,1996,No,5683,8432,2,Yes,2,4288800.6
42826,2,Yes,Yes,1,Exclusive,1,2019,No,9284,7829,2,Yes,1,4290813.9
42808,2,Yes,Yes,2,Exclusive,2,1996,No,8536,3106,2,No,1,4290930.6
42893,2,No,No,1,Exclusive,10,2014,No,2881,7946,1,No,1,4291975.4
42903,1,No,No,2,Exclusive,5,1991,Yes,4733,2408,2,Yes,2,4295529.1
42873,3,Yes,Yes,3,Middle Class,2,1999,No,445,1250,2,No,2,4295566.9
42907,4,No,No,3,Middle Class,4,2013,Yes,1883,3317,1,No,1,4296273.3
42934,2,Yes,No,1,Upper Class,6,2020,Yes,8797,5804,1,No,1,4297263
42903,5,Yes,Yes,1,Middle Class,4,1991,Yes,3336,4380,1,Yes,1,4297348.1
42904,4,No,Yes,2,Upper Class,5,1997,No,4896,3623,1,Yes,1,4298883.7
42870,3,Yes,Yes,1,Upper Class,1,2002,Yes,6199,6950,1,No,1,4299631.2
42936,4,Yes,Yes,2,Exclusive,10,2016,Yes,6601,2029,2,No,2,4300587.6
42981,3,No,No,2,Exclusive,5,2014,Yes,7819,3219,2,No,2,4300680.4
42900,2,Yes,Yes,2,Working Class,10,2016,No,473,6650,1,No,1,4301422.6
42969,3,No,No,2,Middle Class,10,2014,No,5637,3120,1,Yes,2,4301496.4
42933,2,Yes,Yes,1,Middle Class,8,2003,No,3426,3656,1,Yes,1,4302362.3
42904,1,Yes,Yes,2,Middle Class,7,2005,No,4680,4088,2,No,2,4302680.5
42940,2,Yes,No,3,Working Class,9,2012,No,880,9484,1,Yes,2,4302940.2
42957,3,No,Yes,2,Upper Class,9,2002,Yes,3808,6230,1,No,1,4303225.2
42943,2,Yes,Yes,2,Upper Class,5,1994,Yes,1203,4839,1,Yes,1,4303486.4
42969,2,Yes,No,2,Upper Class,6,2011,No,4496,2360,2,Yes,1,4305386.1
43026,2,No,Yes,2,Upper Class,7,1992,No,5946,9371,1,No,2,4305570.2
43020,1,No,Yes,2,Working Class,9,2012,Yes,2367,322,2,Yes,1,4306904.2
43038,2,Yes,No,2,Middle Class,6,1996,Yes,3011,8196,2,No,1,4307230.6
43037,4,No,Yes,2,Upper Class,10,2015,Yes,8444,2540,1,No,1,4310516.5
43030,5,Yes,Yes,2,Middle Class,10,2010,Yes,1104,3332,2,Yes,2,4310671
43042,3,No,No,3,Middle Class,6,2004,Yes,4004,3320,1,Yes,1,4311510.4
43001,1,Yes,No,2,Middle Class,3,1997,Yes,3147,7899,2,Yes,1,4311748.7
43084,1,Yes,No,1,Exclusive,10,2018,Yes,7387,8377,1,No,1,4312866.8
43018,4,Yes,Yes,1,Middle Class,10,1999,Yes,1684,923,2,No,1,4313756.9
43108,5,Yes,Yes,1,Middle Class,3,1996,Yes,1750,2078,1,Yes,1,4317950.6
43159,5,No,No,1,Middle Class,3,1994,Yes,6151,1888,2,No,2,4318950.4
43188,1,No,No,2,Working Class,9,2016,No,1702,1176,2,Yes,1,4320637.6
43133,5,Yes,No,2,Upper Class,7,2016,No,2255,6877,1,No,2,4321653.6
43140,1,Yes,Yes,2,Middle Class,10,1992,Yes,3056,6995,2,No,2,4322399.2
43120,1,Yes,Yes,2,Exclusive,5,1990,No,3887,775,2,Yes,2,4322504
43204,2,Yes,No,1,Exclusive,5,2005,Yes,6269,9962,2,Yes,1,4322877.5
43204,2,No,No,2,Exclusive,7,2015,Yes,7185,148,2,No,1,4322921.5
43215,4,Yes,No,1,Middle Class,9,1998,Yes,1384,9464,1,No,2,4323726.8
43245,5,No,No,1,Middle Class,8,2003,Yes,9660,3499,1,No,2,4325940.3
43189,3,No,Yes,1,Upper Class,6,1990,No,7762,4326,2,Yes,1,4326117
43247,1,No,No,1,Upper Class,8,2019,No,9115,6839,1,No,1,4326266.9
43252,1,No,No,1,Middle Class,1,2010,No,9888,331,2,Yes,1,4326741
43251,5,No,No,1,Middle Class,10,2001,No,2001,4900,2,No,1,4326826.1
43224,4,No,Yes,2,Working Class,10,1991,No,3921,8507,0,No,2,4326846.1
43224,3,No,Yes,3,Middle Class,7,2007,Yes,3889,7735,1,No,2,4327213.7
43239,5,Yes,Yes,1,Middle Class,8,1996,No,3420,4709,2,Yes,2,4330567.6
43250,1,No,Yes,2,Exclusive,7,2019,No,6059,730,2,Yes,2,4334802.9
43337,2,No,No,3,Working Class,8,1993,No,1389,1163,0,No,2,4334979.3
43295,2,No,Yes,1,Middle Class,9,1995,No,1676,8216,2,Yes,1,4335970.5
43283,3,No,Yes,1,Exclusive,8,2002,No,6595,3881,2,Yes,2,4336072.2
43332,3,No,Yes,1,Middle Class,5,2002,Yes,9557,9617,1,No,1,4336691.2
43304,3,No,Yes,2,Exclusive,2,2009,Yes,3471,6444,2,No,2,4337442.9
43262,5,Yes,Yes,2,Middle Class,4,2016,Yes,310,30,2,Yes,2,4338500.6
43278,2,Yes,Yes,3,Middle Class,9,2021,Yes,2231,7900,1,Yes,2,4340381.1
43359,3,No,Yes,1,Upper Class,3,1991,Yes,9881,8847,1,Yes,1,4340729.1
43359,5,No,Yes,2,Middle Class,7,1991,No,9880,5583,2,Yes,2,4341769.1
43402,5,Yes,No,1,Working Class,4,1999,No,1073,5631,1,No,1,4344251.9
43366,3,Yes,Yes,1,Middle Class,1,2015,Yes,6043,8396,2,No,1,4346233.5
43410,4,Yes,No,1,Middle Class,4,2006,No,5208,8672,2,No,2,4346921.6
43432,3,No,Yes,1,Working Class,4,2010,No,2077,3329,1,No,2,4347238
43441,3,No,Yes,1,Middle Class,10,2000,Yes,2301,3183,2,Yes,2,4349056
43418,5,Yes,Yes,2,Working Class,8,2010,Yes,6989,9545,2,Yes,1,4349322
43400,3,Yes,Yes,2,Upper Class,9,2014,No,2849,5182,1,Yes,2,4350109.4
43467,2,Yes,No,1,Working Class,3,1998,No,4340,2690,2,Yes,2,4350497.8
43411,4,Yes,Yes,2,Middle Class,8,2009,Yes,8856,5530,2,Yes,1,4350544.9
43412,1,Yes,Yes,2,Working Class,5,2010,Yes,911,3354,2,Yes,1,4352882
43455,2,No,Yes,1,Middle Class,10,2010,No,5289,3309,1,No,1,4353454
